age,wc,edu,ms,occ,rel,race,sex,hpw,waob,incc
36,1,19,1,19,1,5,1,55,1,2
48,1,16,1,18,2,5,2,40,1,1
46,1,21,1,18,1,5,1,40,1,2
3,1,13,5,13,3,2,2,20,4,1
33,1,1,2,18,1,5,2,40,1,1
52,2,21,1,7,2,2,2,50,4,1
42,2,16,1,4,2,5,2,5,1,1
27,1,12,1,19,2,4,2,25,3,1
42,5,19,1,18,2,5,2,40,1,1
41,2,17,3,6,18,3,2,24,1,1
9,1,21,5,16,1,5,1,48,1,2
26,5,23,5,14,1,2,1,40,4,2
6,1,18,5,1,12,3,2,25,3,1
2,1,16,5,23,8,5,2,20,1,1
35,1,21,3,16,1,5,2,40,7,2
14,2,21,1,1,1,5,2,60,1,1
8,1,17,1,8,2,5,1,52,7,1
62,1,19,1,18,2,5,2,8,1,1
9,1,21,5,22,14,5,1,46,1,1
43,6,20,3,16,1,5,1,18,1,1
35,1,21,1,16,1,5,2,40,1,2
4,1,19,5,20,18,5,2,30,1,1
14,1,16,5,6,6,2,2,30,1,1
28,1,20,1,23,1,5,1,55,1,2
14,1,21,5,4,14,3,2,40,1,1
36,1,18,1,19,1,4,1,36,1,1
51,6,23,5,14,1,5,1,35,1,1
15,1,21,5,15,1,5,1,40,1,2
46,1,21,1,5,2,5,1,42,3,1
34,2,21,1,1,1,5,2,40,1,1
6,1,16,5,6,3,5,1,32,1,1
38,1,16,1,18,1,5,2,40,1,1
25,1,16,1,19,1,5,1,55,1,2
16,2,21,1,15,11,2,2,80,4,1
16,1,16,3,18,1,4,2,40,3,1
30,1,18,1,22,2,5,1,45,1,1
44,2,24,1,4,1,5,1,50,1,1
38,3,21,1,25,2,5,1,25,1,1
28,1,19,5,13,1,5,2,40,1,1
4,1,16,5,6,8,5,1,40,1,1
27,1,21,4,1,6,2,2,40,4,2
13,1,17,5,23,13,5,1,40,1,1
41,2,19,1,16,2,5,2,60,1,1
19,1,16,5,19,6,3,1,40,6,1
4,1,18,5,6,18,4,1,40,3,1
44,7,16,1,23,2,5,2,50,3,1
3,1,18,5,23,18,2,2,48,4,1
38,5,22,1,7,1,5,2,40,5,2
19,1,16,1,11,1,5,1,50,1,1
10,1,21,5,18,1,5,1,43,1,2
43,1,20,1,16,1,2,1,45,4,2
13,4,17,5,7,17,3,1,30,1,1
37,4,18,4,22,1,5,2,40,1,2
3,1,16,5,23,3,5,2,8,1,1
6,4,21,1,7,1,5,2,40,1,1
45,2,22,1,15,2,5,2,8,1,1
28,3,22,1,16,2,5,2,60,1,2
54,1,16,1,18,1,5,2,48,1,1
23,3,21,1,21,2,5,1,40,1,2
44,1,16,1,23,1,5,1,55,1,1
15,1,19,4,11,1,3,1,25,1,1
30,3,21,1,7,2,5,2,15,3,1
12,1,21,5,18,3,5,1,40,1,1
14,1,21,1,15,1,5,2,28,1,1
12,1,15,1,3,2,5,1,40,1,1
47,2,16,3,2,1,3,1,20,1,1
51,1,22,3,16,1,5,1,48,1,2
7,1,18,5,18,6,3,2,40,1,1
9,1,18,5,16,3,3,2,40,1,1
16,1,16,5,23,1,5,1,40,1,2
6,1,19,5,23,3,5,2,24,1,1
34,3,14,1,22,1,3,1,40,1,1
21,2,21,5,4,3,5,1,40,1,1
33,1,17,1,16,1,5,1,40,1,2
13,4,22,3,3,1,5,2,40,1,2
42,1,16,1,25,1,5,1,40,1,1
21,2,21,1,1,1,4,2,40,1,1
34,1,13,4,25,1,3,2,40,1,1
45,1,20,1,15,2,5,2,40,1,2
11,1,21,5,18,14,3,1,40,3,1
30,1,16,1,20,2,5,2,25,1,1
23,1,21,1,3,2,4,1,45,5,2
32,7,21,1,23,2,5,1,40,1,2
41,1,23,1,14,2,5,2,25,1,2
44,1,19,5,20,1,3,2,16,1,1
2,1,16,5,2,3,5,1,15,1,1
24,1,19,1,23,2,1,1,50,1,2
4,1,20,5,13,3,2,2,40,4,1
12,1,20,5,6,1,4,2,22,1,1
21,1,18,1,22,2,5,1,40,1,2
21,3,21,4,15,11,5,2,40,3,2
53,1,19,3,23,1,5,2,24,1,1
9,3,14,5,20,16,3,2,40,1,1
13,1,21,1,16,1,5,2,60,1,2
18,4,24,1,24,2,5,2,40,1,2
24,1,23,1,14,1,5,1,55,1,2
43,1,22,1,1,1,5,1,40,1,2
43,5,22,1,4,1,5,2,40,1,2
26,1,21,1,8,1,5,1,40,1,2
31,1,16,1,2,2,5,1,40,1,1
15,1,15,1,19,3,5,1,40,1,1
35,1,1,3,19,14,5,2,40,3,1
46,1,16,1,21,1,5,2,21,2,1
10,1,21,5,12,1,5,2,40,1,2
10,5,20,5,20,1,4,2,34,1,1
2,1,16,5,23,13,2,2,20,1,1
33,1,16,1,14,2,5,2,40,1,1
46,4,19,3,20,1,3,2,40,1,1
30,1,21,1,18,3,5,2,60,1,2
22,1,16,1,23,2,5,1,40,1,1
12,1,16,1,10,1,5,1,75,1,2
40,2,22,1,7,2,5,1,60,1,1
10,1,22,5,9,3,5,2,40,2,1
37,4,16,1,18,1,5,2,40,1,1
36,1,17,1,25,1,5,1,50,1,2
3,4,18,1,7,2,5,2,35,4,1
9,1,21,5,1,1,5,2,40,1,1
28,1,16,1,20,2,5,2,30,1,1
24,1,22,1,16,1,5,1,45,1,1
38,1,20,3,13,11,3,2,40,1,1
45,1,20,1,12,1,5,2,50,1,1
5,1,19,5,6,11,2,2,16,4,1
19,6,19,1,7,2,5,2,20,1,1
29,1,21,1,12,2,5,2,40,1,1
40,1,21,5,1,1,5,1,39,1,2
22,5,20,1,18,1,5,1,40,1,2
13,2,19,1,7,2,5,2,40,1,1
5,1,18,5,23,8,5,1,32,1,1
7,1,21,1,18,2,5,2,40,1,1
48,1,18,1,13,2,3,2,40,1,1
29,3,21,3,18,14,3,2,40,1,1
15,4,21,1,7,2,5,2,40,1,1
38,1,16,3,16,3,4,2,40,1,1
57,1,16,1,20,2,5,2,50,1,1
25,1,20,1,25,2,3,1,45,1,2
36,1,19,3,19,1,5,2,40,1,1
42,1,18,5,16,1,5,1,43,1,1
10,1,10,1,5,3,5,1,30,1,1
33,1,19,1,19,2,3,1,40,1,1
9,1,16,5,23,3,5,2,40,1,1
7,1,16,5,23,6,5,2,28,1,1
34,2,19,1,9,1,5,1,40,1,1
16,2,22,1,7,2,5,2,55,1,1
42,1,17,3,11,1,5,1,50,1,1
9,5,18,1,18,1,4,1,40,1,1
25,1,16,1,18,2,5,1,40,1,1
21,1,16,3,23,14,5,2,40,1,1
41,2,16,3,2,1,5,1,40,1,1
35,2,21,1,18,2,5,2,40,1,2
2,8,18,5,11,18,5,1,10,1,1
13,1,19,5,19,1,5,1,55,1,1
6,1,19,5,23,14,5,2,10,1,1
38,2,18,1,18,1,5,2,38,1,1
44,2,19,1,18,1,5,2,40,5,1
31,1,18,1,23,1,5,1,40,1,2
7,1,16,5,23,1,5,2,40,1,1
13,2,21,5,15,1,5,1,48,1,2
33,1,16,1,23,1,5,1,60,1,2
4,1,19,5,3,13,5,1,40,1,1
19,1,21,5,20,3,5,2,30,3,1
36,1,16,1,22,2,4,2,40,3,1
59,3,22,1,16,7,5,1,12,1,1
23,1,16,1,19,1,5,1,40,1,1
46,1,16,1,18,2,5,2,40,1,1
35,1,16,1,6,2,5,1,60,1,1
48,1,16,1,2,2,5,2,20,1,1
13,5,21,5,18,1,3,2,50,1,1
19,1,22,4,7,1,5,2,40,1,2
17,1,22,1,4,1,2,2,40,4,2
27,1,19,5,5,14,5,1,40,1,1
14,7,13,1,5,13,5,1,24,3,1
24,1,19,3,21,1,5,1,40,1,1
38,3,22,1,18,2,5,2,45,1,2
48,7,22,1,16,2,5,2,42,1,1
10,1,18,1,6,1,4,2,40,2,1
10,4,22,5,7,1,5,1,45,1,2
12,4,21,5,2,14,5,2,40,1,1
18,2,21,1,16,1,5,2,20,1,1
34,1,21,5,23,1,5,1,15,1,1
26,1,16,5,18,18,3,2,35,1,1
11,1,21,5,18,3,5,1,28,1,1
22,1,9,1,5,17,5,1,49,3,1
43,1,21,1,3,1,5,1,60,1,2
22,1,21,1,16,1,2,1,55,1,2
20,1,21,3,23,3,3,1,40,1,1
42,5,19,1,11,1,5,2,40,1,2
17,3,22,1,7,1,5,2,40,1,1
20,2,21,1,15,1,5,2,50,1,2
12,1,22,5,1,1,5,2,48,1,2
37,3,21,5,15,1,5,2,18,1,1
26,2,21,1,7,1,5,2,50,1,2
34,1,16,1,20,2,5,2,25,1,1
41,2,21,1,15,2,5,2,36,3,1
26,1,16,1,22,1,5,1,40,1,2
18,3,21,1,7,1,5,2,45,1,1
7,1,18,5,15,3,4,2,40,1,1
45,3,21,1,18,2,5,2,40,1,1
40,3,19,1,19,1,5,1,40,1,2
49,1,22,3,1,1,5,2,45,1,1
33,2,21,1,7,1,5,2,40,1,2
55,1,12,1,13,2,5,2,27,1,1
13,1,19,5,20,6,5,1,20,2,1
29,1,16,1,19,1,4,1,40,3,1
17,3,21,5,7,1,5,1,50,1,2
18,1,21,1,1,2,5,1,40,1,1
27,2,21,1,2,1,3,1,40,1,1
5,1,11,5,25,3,5,1,40,1,1
3,3,19,5,2,18,5,2,9,1,1
16,1,21,3,16,1,5,2,48,1,2
34,1,16,1,25,2,5,2,40,1,1
64,1,19,1,18,2,5,2,35,1,1
39,1,8,1,2,1,5,2,16,3,1
42,2,21,1,16,2,5,2,50,1,2
35,1,19,1,18,2,5,2,40,1,1
45,1,19,3,25,1,5,2,55,1,1
47,1,21,1,15,2,5,2,65,1,2
11,1,22,5,8,1,2,1,40,4,2
30,7,21,1,16,2,5,1,40,1,2
39,1,16,1,19,2,5,1,60,1,2
33,1,22,3,22,13,5,1,40,1,1
30,1,19,1,7,1,5,2,36,1,1
42,5,21,5,18,1,5,2,40,1,1
46,1,17,3,13,11,5,2,32,1,1
17,4,16,1,4,1,4,2,40,1,1
13,1,12,5,2,1,5,2,26,1,1
35,2,18,3,18,1,5,2,40,1,1
5,1,19,5,6,3,5,1,14,1,1
41,3,20,1,7,1,5,2,30,1,1
43,1,20,1,16,1,5,1,40,1,2
21,1,1,3,2,1,3,2,26,1,1
7,1,21,5,23,3,5,1,20,1,1
35,3,20,3,16,3,2,1,40,1,2
33,1,20,3,22,1,5,1,42,1,2
21,5,21,1,16,1,5,1,40,1,2
16,1,22,1,23,1,2,1,40,4,2
2,1,16,5,5,18,5,1,40,1,1
27,1,19,1,16,2,5,2,32,1,1
39,1,21,1,25,1,3,1,53,1,2
55,3,16,1,18,2,5,2,7,1,1
43,3,21,1,21,1,5,1,20,1,1
23,1,16,1,19,2,3,1,40,1,2
36,2,17,1,18,2,5,2,26,1,1
34,1,21,4,20,1,3,2,40,1,1
45,1,21,1,8,2,5,1,40,1,1
29,1,21,1,11,2,5,1,30,1,2
47,1,18,1,23,1,5,1,60,1,2
30,2,16,1,25,11,4,1,40,3,1
33,1,21,1,18,1,3,1,40,1,1
30,1,19,3,18,1,5,2,40,1,1
49,1,16,1,25,2,5,1,40,5,1
55,1,16,1,23,1,1,1,30,1,1
30,1,1,1,18,2,2,2,40,4,2
49,1,22,2,1,1,3,2,40,1,2
37,5,18,1,18,1,5,1,40,1,2
30,1,19,1,19,1,5,1,50,1,2
20,1,16,1,23,1,5,1,55,1,1
5,1,18,5,18,1,2,2,32,1,1
43,1,20,1,19,1,5,1,40,1,1
26,1,16,1,22,1,5,1,40,4,1
24,1,17,3,19,14,5,1,60,1,1
45,7,23,1,15,1,5,1,50,1,2
35,1,19,3,1,1,4,2,48,1,2
35,1,22,1,23,1,5,1,50,1,2
15,4,21,5,7,3,5,2,19,1,1
40,4,24,1,24,1,3,1,40,6,2
45,1,16,3,6,1,5,2,37,1,1
18,1,20,1,6,2,5,1,45,1,1
48,1,19,1,6,1,5,2,8,1,1
18,1,16,3,16,1,5,2,40,1,1
28,4,21,1,7,1,5,2,40,1,1
62,3,11,3,19,18,5,2,30,1,1
29,4,23,1,7,1,5,2,33,1,2
46,2,19,3,16,1,5,2,20,1,1
48,1,19,1,23,1,5,1,55,1,2
40,1,22,3,18,1,2,2,25,4,1
39,3,22,3,16,1,5,2,45,1,2
27,1,16,1,19,2,5,1,27,1,1
43,2,23,1,23,1,5,1,40,1,2
39,1,14,3,18,1,5,2,48,1,1
3,1,18,5,11,18,5,1,12,1,1
22,1,21,1,15,2,5,2,50,1,2
43,1,19,3,23,1,5,1,45,1,1
32,1,19,1,16,2,5,1,52,1,2
9,1,21,5,3,3,5,2,40,1,1
30,3,21,1,21,2,5,1,60,1,2
1,1,17,5,6,4,5,1,20,1,1
48,1,18,1,22,1,5,1,28,1,1
23,1,22,5,16,1,5,1,60,5,2
67,1,21,1,23,1,5,2,10,1,1
17,1,21,4,12,1,5,1,40,1,1
39,1,21,1,23,1,5,1,24,1,1
38,1,18,5,23,1,5,1,45,1,2
37,1,12,3,16,14,5,1,40,1,2
3,1,19,5,18,13,5,2,35,1,1
28,1,22,1,19,2,5,1,45,1,2
24,1,22,1,15,2,2,2,40,4,2
5,2,11,5,19,18,5,1,30,1,1
41,3,22,1,15,1,5,2,32,1,2
26,1,22,1,12,2,5,1,50,1,2
17,1,20,1,6,1,5,1,65,1,1
40,1,19,3,14,1,5,2,50,1,2
26,1,20,5,23,3,2,1,44,4,2
3,1,16,5,25,3,5,1,35,1,1
36,1,22,1,18,1,5,1,20,5,1
49,7,19,1,23,1,5,1,40,1,2
40,1,21,1,3,2,5,2,45,1,2
37,5,22,1,7,2,5,1,40,1,2
34,1,20,4,2,1,4,1,35,2,1
14,1,20,5,19,1,5,1,42,1,2
38,1,16,1,25,13,5,1,40,1,2
19,8,16,1,12,2,5,2,30,1,1
43,1,18,5,23,1,5,1,20,1,1
20,1,20,1,19,2,5,2,50,1,1
49,1,21,1,20,2,5,1,20,1,1
44,2,21,1,7,1,5,2,6,1,1
19,1,18,1,18,1,5,2,40,1,1
16,1,21,1,1,1,5,2,50,1,2
20,1,20,1,7,2,2,2,15,2,1
29,1,16,3,18,14,5,2,35,1,1
49,3,16,1,1,1,5,2,40,1,1
40,7,21,5,16,1,5,1,55,1,1
34,1,16,4,18,6,3,2,35,1,1
7,1,21,5,19,3,5,2,40,1,1
46,1,22,1,16,1,5,1,40,1,2
29,1,21,1,16,1,5,2,40,1,2
12,1,13,5,25,3,3,1,29,1,1
24,1,24,1,7,1,5,2,40,1,2
3,1,18,5,23,5,5,2,15,1,1
32,7,16,1,16,1,4,1,40,3,1
28,1,17,4,15,1,3,2,30,1,1
1,1,13,5,20,5,5,2,18,1,1
21,1,19,1,18,1,5,2,35,1,1
28,1,20,3,25,14,5,2,50,1,1
14,1,19,3,23,1,5,2,27,1,1
40,1,19,1,23,2,5,2,25,1,1
41,3,21,3,7,1,5,2,40,1,2
30,1,8,1,23,1,2,1,40,4,1
8,1,20,1,23,10,5,2,12,4,1
38,1,23,1,18,2,5,2,40,1,1
47,1,21,5,9,1,5,1,40,1,1
14,1,21,5,16,1,5,2,50,1,2
20,1,16,1,25,3,4,1,55,3,2
22,2,19,5,16,3,5,1,40,1,2
13,2,19,5,15,1,5,2,16,1,1
38,1,20,1,18,1,5,2,20,1,1
35,5,19,5,18,1,3,1,40,1,1
43,1,14,1,19,2,5,1,40,1,1
31,3,21,3,16,1,5,2,45,1,1
4,1,18,5,23,3,4,1,40,1,1
50,1,21,1,21,1,5,1,40,1,1
26,1,19,1,18,2,5,2,43,1,2
44,2,16,1,19,2,5,1,40,3,1
56,2,18,1,18,2,5,2,14,5,1
22,3,21,1,15,1,2,1,40,4,2
41,1,18,1,1,2,5,2,45,1,2
50,5,18,1,18,2,5,1,40,1,2
16,2,19,1,15,1,5,2,40,1,1
45,1,15,1,19,2,5,2,40,5,2
38,4,21,1,16,1,5,2,45,1,2
10,1,16,1,18,2,2,2,40,4,1
26,1,21,5,25,16,5,1,40,1,1
36,5,16,1,18,2,5,2,40,1,2
45,1,20,1,16,1,5,1,40,5,2
47,1,21,3,3,1,5,1,40,1,2
45,1,19,1,18,2,5,2,40,1,1
23,1,18,1,13,2,3,2,50,1,1
48,1,21,1,18,1,5,2,40,1,2
30,4,21,1,8,1,5,2,37,1,2
35,1,16,1,25,1,5,1,40,1,2
51,1,19,3,19,14,5,2,40,1,2
59,1,16,1,18,2,5,2,40,1,1
19,1,16,1,5,1,5,1,40,1,1
29,1,19,1,18,1,5,2,40,1,1
16,1,21,1,16,1,5,1,50,1,2
1,1,14,5,6,3,5,1,20,1,1
27,1,16,5,25,1,5,2,40,1,1
39,1,16,1,19,1,5,1,40,1,2
52,1,16,1,18,1,5,1,32,1,1
54,1,18,2,6,1,5,2,50,1,1
34,1,16,1,7,1,5,1,40,1,1
43,1,16,2,2,1,2,2,40,4,1
34,1,16,4,16,1,3,2,40,1,1
27,1,21,5,16,1,5,1,47,1,2
23,2,20,1,4,1,5,2,40,1,1
46,2,20,1,15,2,5,2,50,1,2
18,1,16,5,6,3,5,2,30,1,1
7,1,19,5,23,6,5,2,25,3,1
32,1,19,1,16,2,5,1,60,1,2
30,5,13,3,21,9,5,1,40,1,1
42,1,16,1,23,2,5,2,24,1,1
30,7,20,1,3,1,5,2,40,1,1
18,1,10,1,2,2,5,1,40,1,1
20,1,9,1,21,2,5,2,40,3,1
2,1,16,5,23,11,4,2,40,1,1
42,2,21,1,7,1,5,2,40,1,1
34,1,19,1,3,2,5,1,45,1,2
45,4,20,1,22,1,5,1,40,1,1
11,5,21,5,25,1,4,1,55,1,2
44,3,13,1,2,2,5,1,45,1,1
30,3,21,1,6,2,2,2,35,4,1
7,1,19,5,18,3,5,2,20,1,1
16,3,22,1,7,1,5,2,40,1,2
9,1,16,5,19,8,5,1,40,1,1
46,3,19,1,25,2,5,2,27,1,1
39,3,21,3,19,6,5,2,35,1,2
49,7,16,1,5,2,5,1,30,1,1
5,1,19,5,23,13,5,2,10,1,1
27,3,21,1,4,1,5,2,40,1,1
49,4,24,1,7,1,5,1,40,1,2
4,1,16,5,18,1,5,1,40,5,1
34,1,21,1,8,1,5,1,50,1,2
27,3,21,1,21,2,5,1,40,1,2
38,2,23,1,15,2,5,1,70,1,2
23,1,16,4,16,1,5,1,45,1,2
49,1,21,1,18,1,5,2,40,1,1
11,1,19,5,20,3,4,2,50,1,1
34,1,16,1,25,2,5,1,45,1,1
27,1,16,1,20,2,3,1,40,1,1
33,1,21,1,23,1,5,2,20,1,1
33,2,21,1,16,1,2,2,40,4,2
13,1,13,5,21,3,5,1,30,1,1
29,1,21,1,18,1,5,1,68,5,2
18,1,16,3,12,1,5,1,50,1,2
27,1,16,1,18,2,5,1,40,1,1
19,2,21,1,15,1,5,2,38,1,2
44,1,19,1,16,1,3,2,40,1,1
8,1,19,5,5,3,5,1,30,1,1
37,1,19,3,6,1,3,2,15,1,1
9,1,21,5,25,3,5,1,40,1,1
20,1,16,5,5,16,4,1,37,3,1
6,2,16,5,6,3,4,1,65,1,1
37,2,16,5,18,3,5,1,40,1,1
40,1,19,1,18,2,2,2,22,4,2
44,2,18,1,7,2,5,2,35,1,1
47,3,22,3,7,1,5,2,20,1,1
12,1,20,5,19,14,5,2,40,1,1
22,1,19,1,18,2,5,2,40,3,1
39,1,12,1,19,1,5,1,35,3,1
41,3,21,5,7,1,3,2,99,1,1
12,2,18,5,19,3,3,2,45,1,1
34,5,16,4,21,1,5,1,50,1,2
45,1,22,5,16,1,5,1,45,1,2
31,1,18,1,23,2,5,2,25,1,1
27,1,20,1,16,1,5,2,45,1,2
25,1,15,5,25,13,5,2,30,3,1
11,1,21,5,1,11,5,1,45,1,1
20,1,20,5,18,1,5,2,32,1,1
8,1,18,5,23,11,5,2,37,1,1
31,5,19,5,18,1,4,1,40,1,1
33,3,21,1,7,2,5,2,45,1,1
46,1,24,1,8,2,5,1,40,5,2
17,1,21,1,12,1,5,2,60,2,1
14,1,20,4,20,1,4,2,40,3,1
5,1,18,5,18,3,5,1,32,1,1
50,1,14,1,25,2,5,2,20,1,1
3,1,19,5,19,18,5,1,20,1,1
6,3,16,5,21,3,1,1,40,1,1
15,1,16,1,4,2,5,2,25,1,1
14,1,16,1,16,2,5,1,40,1,1
15,1,19,1,18,1,5,1,40,1,1
21,3,22,5,16,1,3,2,45,1,2
44,1,16,1,18,2,5,2,40,1,1
2,1,17,5,6,3,5,1,40,1,1
38,1,20,1,16,2,5,2,40,3,1
23,1,19,5,18,1,5,2,40,1,1
15,3,16,4,6,1,3,2,40,1,1
44,1,21,1,16,1,5,1,45,1,2
23,1,17,1,18,1,4,1,45,3,1
23,1,21,1,4,2,5,1,40,1,1
4,1,16,5,16,3,5,1,35,1,1
2,1,16,5,23,3,5,1,15,1,1
31,2,21,1,20,1,5,2,20,3,1
2,2,16,5,6,3,5,1,40,1,1
24,1,16,1,23,1,5,1,55,1,2
14,1,17,1,21,3,5,1,30,1,1
23,1,20,5,18,1,4,2,37,2,1
29,3,16,1,20,1,5,2,30,1,1
16,1,16,5,18,1,4,2,45,1,1
14,1,20,1,23,2,5,2,30,1,1
35,1,19,1,19,1,5,2,40,1,1
36,2,19,3,15,1,5,2,20,1,1
13,3,21,5,18,1,4,1,40,1,1
51,3,18,1,16,1,5,2,10,1,1
2,1,14,5,23,3,5,1,12,1,1
8,1,21,5,12,13,5,1,55,1,1
4,1,16,5,23,3,5,2,40,1,1
31,1,21,1,3,3,2,2,40,4,2
10,1,21,5,3,16,2,1,40,4,1
2,1,16,5,2,3,5,1,21,1,1
17,5,21,3,21,1,5,2,45,1,2
41,1,16,3,19,14,5,1,40,1,1
15,1,14,5,23,16,5,1,30,3,1
28,1,17,1,23,2,5,1,50,1,2
16,1,16,5,25,16,5,1,40,1,1
11,1,19,1,15,2,5,2,40,1,1
41,1,18,1,25,2,3,1,45,1,1
10,1,17,5,25,14,5,1,45,1,1
24,2,21,1,4,2,5,1,40,1,1
24,3,19,1,21,1,5,1,66,1,2
17,1,19,5,13,3,3,1,59,6,1
29,1,21,1,4,2,5,2,41,1,2
58,1,18,1,22,1,5,1,15,1,1
2,8,17,5,25,16,5,1,30,1,1
38,1,14,1,19,1,2,1,24,4,1
43,1,16,1,2,1,5,1,40,1,1
31,1,21,1,16,1,5,2,30,1,1
55,1,22,1,14,2,5,1,60,1,2
39,2,21,1,16,1,5,1,40,1,2
1,1,14,5,20,3,5,2,30,5,1
35,1,14,3,2,1,5,1,40,3,1
26,1,18,1,18,2,5,2,20,1,1
7,5,20,5,22,1,4,1,60,1,1
15,1,17,1,16,2,5,2,40,1,2
41,3,17,1,25,1,5,2,30,1,1
35,1,19,5,19,3,5,1,40,1,1
36,1,16,5,22,1,5,1,51,1,1
35,5,18,1,17,1,5,2,60,3,2
44,1,16,1,18,2,5,1,40,1,1
30,1,21,1,16,2,3,1,35,1,1
28,4,16,1,18,1,5,2,40,1,2
48,5,20,1,15,2,5,2,40,1,2
21,1,16,2,18,3,5,2,20,1,1
27,1,19,1,23,2,5,2,40,3,1
10,3,14,5,5,14,5,1,40,1,1
25,2,20,3,8,1,5,1,40,1,2
34,4,19,1,16,1,5,2,50,1,2
14,1,19,1,18,1,5,1,45,1,1
53,3,16,1,7,2,5,2,13,1,1
28,1,21,1,15,2,5,2,35,1,2
22,1,19,5,18,1,4,1,40,1,1
31,1,6,1,5,1,5,1,40,3,1
32,1,14,1,13,1,3,2,40,1,1
28,1,24,3,7,1,5,1,50,7,2
21,1,16,1,25,2,5,1,84,1,2
31,1,1,1,25,2,4,1,45,3,1
13,1,20,5,22,14,5,1,60,1,2
46,1,21,1,16,2,5,1,48,1,2
52,1,17,2,23,1,5,2,3,1,1
51,1,20,1,23,2,2,1,40,4,1
30,1,16,1,7,1,3,2,40,3,2
25,1,18,1,18,1,2,1,39,2,1
33,2,21,5,2,1,5,1,52,1,1
14,1,20,1,22,2,5,1,42,1,1
11,1,19,5,23,11,5,2,36,1,1
33,1,19,1,18,1,4,1,32,3,1
24,7,19,1,2,1,5,1,40,1,1
72,5,18,2,18,1,5,2,20,1,1
28,1,16,3,2,1,5,2,40,2,1
40,1,20,3,15,1,5,2,36,1,1
33,1,16,1,6,2,5,2,35,1,1
45,1,21,1,23,1,5,1,40,1,2
17,1,21,5,18,1,3,2,40,1,1
21,1,19,5,23,14,5,1,40,1,1
43,1,19,1,21,1,5,1,36,1,1
40,4,18,3,3,1,5,2,40,1,1
38,5,16,3,18,3,5,2,40,1,1
26,3,21,1,19,2,2,1,40,1,2
40,1,19,1,5,2,5,1,40,1,1
42,5,16,1,18,2,2,1,40,4,1
32,4,16,4,15,1,3,2,40,1,1
44,1,23,1,16,2,5,2,65,1,2
28,1,20,1,13,1,5,2,40,5,1
14,5,22,1,8,1,2,1,50,4,2
37,3,20,1,16,1,5,2,40,1,1
31,6,18,1,23,1,5,2,60,1,2
47,7,23,1,14,1,5,2,50,1,2
2,1,19,5,5,3,4,1,60,1,1
17,1,19,1,5,2,5,1,45,1,2
39,1,16,3,25,1,3,1,50,1,1
47,2,22,5,1,1,5,2,40,1,1
6,3,20,5,20,3,5,2,30,1,1
23,1,20,1,15,2,5,2,40,1,2
26,1,18,5,5,1,5,1,45,1,2
30,1,16,1,19,2,5,1,40,1,1
46,2,20,1,18,2,5,2,40,1,1
19,5,22,1,7,1,5,2,40,1,2
26,1,19,3,16,1,3,2,55,1,1
13,1,19,3,5,1,5,1,35,5,2
38,1,16,1,18,1,5,2,40,1,1
47,3,22,3,15,1,5,2,40,1,2
12,1,11,5,6,14,4,2,28,3,1
22,1,14,1,22,2,5,1,40,3,1
22,1,20,5,18,1,5,2,40,1,2
26,1,19,1,16,1,5,1,60,1,2
2,3,18,5,2,3,5,1,20,1,1
27,1,18,1,3,2,5,1,40,1,2
31,3,22,1,7,2,5,2,40,5,2
41,7,21,1,18,1,5,1,60,1,2
33,1,21,5,23,1,5,2,40,1,2
48,1,16,1,5,1,5,1,50,1,2
35,4,20,3,18,1,5,2,50,1,1
4,1,18,5,25,3,5,1,40,1,1
42,4,19,3,20,1,3,2,68,1,1
2,1,16,5,23,4,3,2,16,1,1
49,1,22,2,18,1,5,2,15,1,1
38,3,20,1,7,2,5,2,18,1,1
9,1,20,5,19,3,3,1,40,1,1
5,1,16,1,6,3,5,1,40,1,1
49,1,12,1,18,1,5,1,24,3,1
8,5,16,5,17,18,3,1,40,1,1
13,1,9,1,6,2,5,1,35,3,1
21,1,19,1,8,1,2,1,40,4,1
18,2,24,1,7,1,5,1,20,5,1
20,1,16,3,22,1,5,1,40,1,1
47,1,18,1,23,1,5,1,50,1,2
35,1,22,1,16,2,2,1,40,1,2
37,2,21,1,15,1,5,2,40,1,2
10,1,16,5,19,3,4,1,40,3,1
13,7,23,1,15,2,5,2,40,1,2
7,1,16,1,23,10,5,2,38,3,1
25,1,19,5,13,1,5,2,37,1,1
21,1,21,5,15,1,5,2,40,1,2
18,1,21,1,8,2,5,2,40,7,1
41,1,19,1,23,2,2,2,40,4,1
37,1,18,1,25,1,5,1,60,1,2
11,4,21,1,7,1,5,2,40,1,2
35,2,21,5,7,1,5,1,75,1,2
44,1,16,1,6,1,5,2,20,5,1
4,4,14,5,6,17,5,1,40,1,1
15,5,22,1,24,1,5,1,45,1,2
35,4,7,1,2,1,3,2,25,1,1
31,1,16,5,2,18,5,1,20,1,1
44,1,16,5,5,1,5,1,40,1,1
5,1,20,5,7,3,5,2,15,1,1
10,1,19,5,5,1,5,1,40,1,1
3,1,19,5,18,3,5,2,15,2,1
30,1,13,1,2,10,2,2,40,4,1
19,1,19,1,22,2,5,1,52,1,2
37,1,9,1,25,1,5,1,40,1,1
27,1,9,1,5,2,5,1,40,3,1
39,1,21,3,5,1,5,1,60,1,2
32,1,18,1,5,1,2,1,40,3,2
34,1,21,1,16,1,5,1,50,1,2
2,1,16,5,23,3,4,2,15,1,1
